BDD;ARK;ISNI;Label_categ;Prenoms;Nom;Sexe;RoleName;GenName;Surnoms;Annee_naissance;ID_Ville_naissance;Ville_naissance;Annee_mort;ID_Ville_mort;Ville_mort;Portraits;Confession;Formation;Professions;Oeuvre;Milieux_reseaux;Contacts_artistes;Fortune_critique;Publications;Citations;Bibliographie;Webographie;Notes;Commentaires
PERS0293;ark:/12148/cb122535060;0000000120174516;LIBR;Antoine;Du Breuil;;;;;15..;;;1620?;;;;;;"Imprimeur-libraire. - Reçu maître en 1596, il exerce dès 1588 et publie de nombreux libelles ligueurs. Également colporteur et éditeur d'estampes. Auteur de nombreuses pièces de vers ordinairement signées de son anagramme, ""Bâti lieu d'honneur"", et souvent placées en tête des ouvrages. Éditeur de recueils de poésies. La fin de son exercice se confond avec le début de celui de son fils Antoine II Du Brueil. Décédé vers 1620, en tout cas avant 1633";;;;;;;;;;
PERS0439;ark:/12148/cb12530007b;0000000081230027;AUT;André;Du Chesne;;;;;1584/05;2998333;Île-Bouchard (Indre-et-Loire);1640/05/30;2988507;Paris;;;;A aussi écrit en latin, et traduit du latin en français|Historien et généalogiste;;;;;;;;;;
PERS0273;ark:/12148/cb130145782;0000000025687647;AUT;Jacques;Du Lorens;;;;;1580/01;2972583;Tillières-sur-Avre (Eure);1655/04/16;3026231;Châteauneuf-en-Thymerais (Eure-et-Loir);;;;Avocat à Chartres. - Lieutenant général du bailliage royal à Châteauneuf-en-Thymerais. - Auteur d'oeuvres satyriques, poétiques et juridiques;;;;;;;;;;
PERS0275;ark:/12148/cb120392285;0000000121236301;AUT;Jacques;Du Perron;;;;;1556/11/25;2978758;Saint-Lô;1618/09/05;2988507;Paris;;;;Traduisit du latin en français;;;;;;;;;;
PERS0459;ark:/12148/cb119007343;0000000110211360;AUT;Pierre;Du Ryer;;;;;1605;2988507;Paris;1658/10/06;2988507;Paris;;;;A aussi traduit du latin et du grec ancien en français|Auteur dramatique. - Historiographe de France. - Membre de l'Institut, Académie française (élu en 1646), de préférence à Pierre Corneille (1606-1684). - Fils de : Du Ryer, Isaac (1568?-1635);;;;;;;;;;
PERS0477;ark:/12148/cb124773301;0000000061265943;AUT;Nicolas;Du Sault;;;;;1600;2980340;Saintes (Charente-Maritime);1655/05/12;;;;;;Jésuite;;;;;;;;;;
PERS0098;ark:/12148/cb102368808;;EDIT;Jean;Du Sin;;;;;;;;;;;;;;;;;;;;;;;;
PERS0277;ark:/12148/cb125166160;0000000054900937;AUT;Jean;Du Teil;;;;;16..;;;16..;;;;;;Poète et auteur dramatique. - Auteur de mazarinades. - Ami du poète Saint-Amant (1594-1661). - A été au service de Gaston de de Brézé, gouverneur d'Harfleur. - Sieur de Vaux;;;;;;;;;;
PERS0005;ark:/12148/cb12043915h;0000000010886299;AUT;Guillaume;Du Vair;;;;;1556/03/07;2988507;Paris;1621/08/03;2972468;Tonneins (Lot-et-Garonne);;;;Écrivit aussi en latin;;;;;;;;;;
PERS0217;ark:/12148/cb12240728x;0000000108720561;AUT;Antoine;Du Verdier;;;;;1544/11/11;2981325;Saint-Bonnet-Le-Château (Loire);1600/09/25;3020716;Duerne (Rhône);;;;A aussi écrit en latin;;;;;;;;;;
PERS0278;ark:/12148/cb12468738x;0000000116904811;AUT;Charles-Alphonse;Dufresnoy;;;;;1611;2988507;Paris (France);1668/01/16;2968176;Villiers-le-Bel (Val-d'Oise);;;;Peintre. - Critique d'art;;;;;;;;;;
PERS0007;ark:/12148/cb12014868f;0000000122755461;AUT;Scipion;Dupleix;;;;;1569;;;1661/05;;;;;;Philosophe. - Historien. - Conseiller d'état. - Auteur d'ouvrages juridiques et philosophiques;;;;;;;;;;
PERS0170;ark:/12148/cb16663106b;0000000357490533;LIBR;;Durand;;veuve de Martin Durand;;;159.?;;;168.?;;;;;;"Nom patronymique : Catherine Le Clerc. - Épouse le libraire parisien Martin Durand avant le 1er oct. 1615 (naissance d'une fille). Succède à son mari, décédé fin oct. 1637. Semble exercer jusqu'en 1680. Ne figure plus sur la ""Liste des maistres receus en la communauté des marchands libraires, imprimeurs et relieurs..."" de 1682 (BnF, ms. fr. 22079, pièce 57)";;;;;;;;;;
PERS0132;ark:/12148/cb144593264;0000000110633707;AUT;Pierre;Duval;;;;;1619/05/19;3038789;Abbeville (Somme);1683/09/29;2988507;Paris (France);;;;"Éditeur et marchand de cartes. - Fils d'un marchand, consul et échevin d'Abbeville ; neveu de Nicolas Sanson. - Géographe (ordinaire) du Roi en 1650. - S'établit comme son propre éditeur en 1654. - Spécialiste des atlas, des jeux de société, jeux de l'oie ou jeux de cartes, destinés à enseigner la géographie ; de même ses atlas de petit format s'adressent à une clientèle d'étudiants. - Ne possède pas de vraie boutique mais occupe plusieurs pièces au 1er et au 3e étage d'une maison du quai de l'Horloge à partir de 1664. - Marie Desmaretz, veuve de Pierre Duval, continue son commerce jusqu'en 1684 au moins, à la même adresse, et parfois sous le nom de son défunt mari";;;;;;;;;;
PERS0169;ark:/12148/cb12077330b;0000000108863431;AUT;Jean;Duvergier de Hauranne;;abbé de Saint-Cyran;;;1581;3034475;Bayonne;1643/10/11;2988507;Paris;;;;A aussi écrit en latin;;;;;;;;;;
PERS0426;ark:/12148/cb170977416;;LIBR;Veuve de Denis I;Thierry;Veuve de Denis Thierry;;;;16..;;;169.?;;;;;;"Nom patronymique : Marie Regnault (ou : Renault). - Succède à son mari l'imprimeur-libraire parisien Denis I Thierry décédé en juillet 1657, en association avec son fils Denis II Thierry. En activité jusqu'en 1676 au moins. Figure encore sur la ""Liste des maistres receus en la communauté des... libraires, imprimeurs et relieurs... de Paris"" de 1682 (BnF, ms. fr. 22079, pièce 57), mais n'est plus répertoriée par la suite. Décédée avant 1693";;;;;;;;;;
PERS0137;ark:/12148/cb122965412;0000000121453269;LIBR;Louis;Elzevier;;;;;1604?;;;1670/06;;;;;;"Autre(s) graphie(s) : Elsevirius ; Elzevirius. - Variante(s) de prénom : Lodovico ; Louis ; Lowijs ; Ludovicus ; Ludwig. - Imprimeur-libraire. - Fils aîné du libraire Joost Elzevier d'Utrecht. Orphelin, il est élevé par son oncle Matthijs Elzevier, puis travaille comme ""facteur"" à Leyde pour l'entreprise de son oncle Bonaventura et de son cousin Abraham Elzevier, avant de s'installer à Amsterdam. Se retire des affaires en 1664 mais une bible paraît encore sous son nom en 1669";;;;;;;;;;
PERS0279;ark:/12148/cb11929800n;0000000120317310;AUT;;Ésope;;;;;-620?;;;-560?;;;;;;Fabuliste;;;;;;;;;;
PERS0276;ark:/12148/cb12317537k;0000000121209450;LIBR;Antoine;Estienne;;;;;1592/06;;;1674;;;;;;"Imprimeur-libraire ; imprimeur du clergé de France (1612-1635) ; (premier) imprimeur (et libraire) ordinaire du Roi (et de la cour de parlement [de Paris]) (1613-1662). - Baptisé le 28 juin 1592 à Genève. Fils du libraire genevois Paul Estienne, réfugié en France vers 1612. Étudie à Lyon. À Paris, en 1612, il abjure la religion réformée entre les mains du cardinal Du Perron qui devient son protecteur. Obtient ses lettres de naturalité en sept. 1612 ; nommé la même année huissier et imprimeur de l'Assemblée du clergé, et en déc. 1613 imprimeur ordinaire du Roi. Ne sera reçu maître qu'en oct. 1618 après des démêlés avec la communauté des libraires et imprimeurs de Paris. Gendre de l'imprimeur-libraire David Le Clerc. Vite confronté à de graves difficultés financières, il fait faillite en 1630 et séjourne plusieurs fois en prison pour dettes entre 1633 et 1636. Nommé imprimeur-libraire du Roi à La Rochelle en fév. 1630. En juin 1635, Antoine Vitré lui succède en qualité d'imprimeur du clergé de France mais Antoine Estienne conserve sa pension. En août 1662, il revend sa charge d'imprimeur du Roi à Sébastien Huré. Aurait cessé d'imprimer en 1664. Également auteur et poète. Décédé en 1674. Serait mort à l'hôtel-Dieu de Paris, aveugle, infirme et ruiné. Veuve attestée en exercice en 1675";;;;;;;;;;
PERS0344;ark:/12148/cb16942303q;0000000444726081;LIBR;Robert;Estienne;;;;;15..?;;;1672?;;;;;;"Imprimeur-libraire. - Avocat au parlement de Paris et bailli de Saint-Marcel ; commissaire des guerres ; grand-bailli de Saint-Denis ; seigneur des Fossés. Second fils d'Henri III Estienne (1561-16..), seigneur des Fossés et trésorier des Bâtiments du Roi, et neveu de Robert III Estienne (1559?-1629?), imprimeur-libraire et interprète du Roi, à qui il succède peu avant le 29 déc. 1629. Exerce jusqu'en 1633, date à laquelle il cède le matériel de l'imprimerie à Jacques Dugast. Serait décédé en 1672";;;;;;;;;;
PERS0410;ark:/12148/cb13006726n;0000000061362620;AUT;Étienne;Molinier;;NOTE ANTOINE: pas la bonne cote: il s'agit de 409 => il y a eu un décalage;;;1580;2972315;Toulouse;1650;2988507;Paris;;;;Curé à Saubens, Haute-Garonne. - Théologien et prédicateur;;;;;;;;;;
PERS0365;ark:/12148/cb11901997s;0000000356067426;AUT;;Euclide;;;;;-323;;;-285;;;;;;Mathématicien, astronome. - A vécu au IIIe siècle av. J.-C. à Alexandrie;;;;;;;;;;
PERS0301;ark:/12148/cb11902256h;0000000119442421;AUT;Nicolas;Faret;;;;;1596?;3031009;Bourg-en-Bresse;1646/09/08;;;;;;Conseiller du roi. - Homme de lettres. - Avocat. - Chargé de missions diplomatiques et militaires. - Membre de l'Académie française (élu en 1634);;;;;;;;;;
PERS0049;ark:/12148/cb119277733;0000000110230502;AUT;Claude;Favre de Vaugelas;;;;;1585/01/06;2994094;Meximieux (Ain);1650/02/26;2988507;Paris;;;;"Grammairien. - Membre de l'Institut, Académie française (élu en en 1634). - Baron de Péroges ; la terre de Vaugelas lui fut donné par sa mère";;;;;;;;;;
PERS0362;ark:/12148/cb11902499b;0000000121355570;AUT;André;Félibien;;;;;1619/05;3026467;Chartres;1695/06/11;2988507;Paris;;;;Traduisit aussi de l'italien et de l'espagnol en français;;;;;;;;;;
PERS0302;ark:/12148/cb10394267b;;AUT;Jacques;Ferrand;;;;;;;;;;;;;;;;;;;;;;;;
PERS0082;ark:/12148/cb12372340z;0000000434844391;LIBR;François;Foppens;;;;;15..?;;;1685?;;;;;;"Imprimeur-libraire. - Né à Malines à la fin du XVIe siècle. Édite de nombreuses contrefaçons et utilise divers pseudonymes et fausses adresses : à Amsterdam, Jean Garrel, Antoine Michiels, Jean Verhoeven, Isaac Van Dyck ; à Charle-Ville, Louis François ; à Charleville, Denis François ; à Cologne, Pierre et Antoine Van Dyck, Jean Sambix, Jean Du Castel, Pierre de La Place, Jacques Fontaine, Henry Mathieu, Pierre Masonier ; à Leyde, Jean Sambix et Jean Sambix le jeune, Jean et Antoine Du Val, Batt. Vero, Henri et Pierre De Lorme, Jean Pauwels ; à Liège ; à Mons, Gaspard Migeot, la veuve Waudret ; à Ratisbonne, Mathias Kerner ; à Ville-Franche, Charles de la Vérité. Héritiers attestés en 1685. Vente après décès de ses livres à partir du 1er juin 1688 (catalogue imprimé)";;;;;;;;;;
PERS0048;ark:/12148/cb12472321v;0000000122791366;LIBR;Damien;Foucault;;;;;1627/05/01;;;1676?;;;;;;"Imprimeur-libraire ; imprimeur-libraire ordinaire du Roi et de la Ville [de Paris] (1662). - Fils de Claude Foucault, libraire à Orléans. Entre en apprentissage à Paris pour cinq ans chez le libraire Mathieu Guillemot en sept. 1642. En août 1647, il entre au service de Pierre Rocolet dont il épousera la petite-fille en 1660 et à qui il succédera. Encore attesté en avril 1676";;;;;;;;;;
PERS0065;ark:/12148/cb14578978c;0000000359437824;LIBR;Eustache;Foucault;;;;;15..;;;16..;;;;;;Frère aîné du libraire parisien Pierre Foucault. Paie la taxe d'ouverture de boutique en 1599-1600. Membre de la troisième Compagnie des usages à partir de nov. 1631. Encore en activité en 1637. Son fonds de librairie serait passé à Jacques Quesnel, qui en 1641 prend aussi à bail la maison à l'enseigne de la Coquille qu'il occupait rue Saint-Jacques;;;;;;;;;;
PERS0364;ark:/12148/cb11903494v;0000000121260854;AUT;Roland;Fréart;;de Chambray;;;1606/07/13;;;1676/12/11;;;;;;Critique d'art, auteur de traités sur la peinture et sur l'architecture. - A été chargé de travaux de fortifications militaires. - Traducteur de Palladio, Léonard de Vinci et Euclide. - Frère de Paul Fréart de Chantelou (1609-1694);;;;;;;;;;
PERS0328;ark:/12148/cb136056203;0000000121283490;LIBR;Paul;Frellon;;;;;154.?;;;1630?;;;;;;"Autre(s) graphie(s) : Frelon. - Libraire. - Fils de l'imprimeur-libraire Jean II Frellon, décédé en 1570. L'affaire est alors confiée à Antoine de Harsy, oncle de Paul Frellon, chez qui ce dernier, encore mineur, fait son apprentissage et dont il devient ""facteur"" en 1586";;;;;;;;;;
PERS0314;ark:/12148/cb12427218v;0000000083470702;AUT;Édouard;Frémy;;;;;1843/09/29;2988507;Paris;1904;;;;;;Historien. - Spécialiste de l'histoire diplomatique. - Comte;;;;;;;;;;
PERS0009;ark:/12148/cb11903745g;0000000108580490;AUT;Antoine;Furetière;;;;;1619/12/28;2988507;Paris;1688/05/14;2988507;Paris;;;;Polygraphe. - Membre de l'Académie française (élu en 1662). - Pourvu des prieurés de Saint-Pierre de Gigny et de Saint-Laurent d'Andenay (Saône-et-Loire), qu'il échangea, en 1662, contre l'abbaye de Chalivoy-Milon (Cher) et le prieuré de Saint-Martin de Chuisnes (Eure-et-Loir). - Avocat;;;;;;;;;;
PERS0462;ark:/12148/cb14455528d;0000000083392230;AUT;Raymond;Gaches;;;;;1615?;3028263;Castres (Tarn);1668/12;2988507;Paris;;;;Prédicateur. - Ministre protestant à Charenton de 1654 à 1668;;;;;;;;;;
PERS0181;ark:/12148/cb10616594d;;AUT;Pierre Droit de;Gaillard;;;;;;;;;;;;;;;;;;;;;;;;
PERS0072;ark:/12148/cb12046976f;0000000108007029;AUT;François;Garasse;;;;;1584;3037598;Angoulême;1631/06/14;2986495;Poitiers;;;;A aussi écrit en latin;;;;;;;;;;
PERS0435;ark:/12148/cb12352728s;000000036638226X;LIBR;Georges;Josse;;;;;159.?;;;1678/03/04;;;;;;"Variante(s) de prénom : Georgius. - Libraire. - Entre en apprentissage chez le libraire-relieur parisien Claude Bazin en juin 1609. Reçu maître le 2 sept. 1627. Gendre du libraire Jean II de Heuqueville à qui il succède. Membre des Compagnies des usages et de la Grand-Navire. Décédé à Paris en mars 1678. Père des libraires Claude, Georges II, Louis et Pierre II Josse ; beau-père du libraire Charles Angot";;;;;;;;;;
PERS0213;ark:/12148/cb11895137c;0000000081052996;AUT;Gerolamo;Cardano;;;;;1501/09/24;3171366;Pavie, Italie;1576/09/21;3169070;Rome;;;;Médecin, mathématicien et philosophe;;;;;;;;;;
PERS0074;ark:/12148/cb12233999h;0000000061255729;AUT;Antoine;Girard;;;;;1604/01/24;3023735;Corbigny (Nièvre);1679/12/06;2982076;La Flèche (Sarthe);;;;A aussi traduit du latin en français;;;;;;;;;;
PERS0283;ark:/12148/cb124045296;0000000123144590;EDIT;Guillaume;Girard;;;;;15..;;;1663;;;;;;Secrétaire du duc d'Épernon. - Grand archidiacre d'Angoulême. - Historien;;;;;;;;;;
PERS0442;;;LIBR;C.;Girard;;;;;;;;;;;;;;;;;;;;;;;;
PERS0012;ark:/12148/cb12290017c;0000000116481943;AUT;Louis;Giry;;;;;1596/02/08;2988507;Paris (France);1665/07/28;2988507;Paris (France);;;;Avocat au Parlement de Paris. - Membre du Conseil privé de Mazarin. - Membre de l'Académie française (élu en 1636);;;;;;;;;;
PERS0014;ark:/12148/cb12510832b;0000000057594971;AUT;Jean;Godard;;;;;1564/09/15;;;1630;;;;;;Poète et homme de lettres;;;;;;;;;;
PERS0076;ark:/12148/cb11905227n;0000000115684570;AUT;Antoine;Godeau;;;;;1605/09/24;3020810;Dreux;1672/04/21;2970148;Vence (Alpes-Maritimes);;;;A aussi écrit en latin;;;;;;;;;;
PERS0303;ark:/12148/cb125166207;0000000062995251;AUT;Marin Le Roy de;Gomberville;;;;;1600;;;1674/06/14;;;;;;Homme de lettres. - Membre de l'Institut, Académie française (élu en 1634);;;;;;;;;;
PERS0058;ark:/12148/cb11905518h;0000000121257997;AUT;Simon;Goulart;;;;;1543/10/20;2975088;Senlis (Oise);1628/02/03;2660646;Genève (Suisse);;;;A aussi écrit en latin. - A aussi traduit du latin et du grec en français;;;;;;;;;;
PERS0198;ark:/12148/cb12507666k;0000000109108163;LIBR;Georges;Griveau;;;;;1593;;;1654/07/14;;;;;;"Imprimeur-libraire ; imprimeur (ordinaire) du Roi et du Collège royal (de La Flèche). - Vraisemblablement apparenté aux imprimeurs et libraires de Tours Zacharie I et Zacharie II Griveau. Gendre de l'imprimeur fléchois Jacques Rezé, à qui il succède en oct. 1618";;;;;;;;;;
PERS0323;ark:/12148/cb17972830r;;LIBR;Henri;Guenon;;;;;15..;;;16..;;;;;;"Autre(s) graphie(s) : Guénon. - Variante(s) de prénom : Henricus ; Henry. - Acquitte la taxe d'ouverture de boutique en 1610-1612. Publications connues (notamment des ouvrages du père Mersenne) de 1634 à 1651. Encore en vie en nov. 1652 ; il est alors présent comme témoin, avec Pierre Guenon, lui aussi ""marchand libraire"", au mariage de Gilles Marger, leur beau-frère (Archives nationales, Minutier central, étude CV, 800). Le fils d'Henri Guenon, Pierre Guenon, reçu libraire en fév. 1647, a été semble-t-il l'un des relieurs travaillant pour Mazarin";;;;;;;;;;
PERS0291;ark:/12148/cb12207458w;0000000115743235;AUT;Pierre;Guérin de La Pinelière;;;;;1615;;;1640;;;;;;Poète et dramaturge;;;;;;;;;;
PERS0100;ark:/12148/cb12230604f;0000000051503987;LIBR;Jean;Guignard;;;;;160.?;;;1676/04/10;;;;;;Libraire. - Entré en apprentissage en sept. 1615. Reçu maître le 16 oct. 1625. Ruiné par l'incendie du collège de Montaigu en avril 1675, il est secouru par ses confrères qui reconstituent son fonds. Décédé à Paris en avril 1676;;;;;;;;;;
PERS0207;ark:/12148/cb12488511r;0000000000419996;LIBR;Veuve de Mathieu I;Guillemot;;;;;15..;;;1637/04;;;;;;Nom patronymique : Anne Sauva(i)ge. - Libraire. - Épouse Mathieu I Guillemot en janv. 1600. Lui succède en avril 1610. Encore en activité en 1635. Inventaire après décès le 30 avril 1637;;;;;;;;;;
PERS0232;ark:/12148/cb12490429t;0000000366299722;LIBR;Matthieu I;Guillemot;;;;;15..;;;1610/04/30;;;;;;"Variante(s) de prénom : Matthaeus. - Libraire. - Suit le roi à Tours en 1591. De retour à Paris fin 1594, une partie de ses biens a été saisie. Serait peut-être l'auteur du ""Tableau de la grâce"" (1607) (cf. Grente, 17 s.). Décédé à Paris le 30 avril 1610. Inventaire après décès 6-25 mai 1610. Sa veuve lui succède";;;;;;;;;;
PERS0266;ark:/12148/cb12554671g;0000000121024827;LIBR;Louis;Hachette;;;;;1800/05/05;;;1864/07/31;;;;;;"Imprimeur-libraire et éditeur ; libraire de l'Université royale de France (1836). - Natif de Rethel (Ardennes), fils d'un pharmacien militaire. Élève de l'École normale en 1819. Après la fermeture de l'école en 1822, il étudie le droit tout en étant précepteur des enfants du notaire Pierre Pavant-Fourcault qui l'aide à acheter son brevet. Breveté libraire le 7 nov. 1826 en remplacement de Jacques-François Brédif, qui se démet en sa faveur et dont il reprend la modeste ""librairie classique et élémentaire"" en août 1826. Exerce à ses débuts sous la raison ""Librairie classique de L. Hachette, ancien élève de l'École normale"". Après des difficultés financières autour de 1830 (nombreux prêts contractés), il obtient en 1833 une commande importante du ministère de l'Instruction publique pour les livres destinés aux écoles primaires, et se spécialise dès lors dans l'édition scolaire et les ouvrages de référence. Publie en nov. 1832 le ""Manuel général ou Journal de l'Instruction primaire"" puis, à partir de 1842, la ""Revue de l'Instruction publique"". Nommé en oct. 1836 par François Guizot membre d'une commission gouvernementale, où il défend les intérêts des éditeurs. Breveté imprimeur en lettres le 30 sept. 1837 en remplacement de la veuve de Jean-Michel Eberhart, née Jeanne Boisseau. Crée en déc. 1840 avec Louis Bréton, son futur gendre, la société en nom collectif ""L. Hachette et compagnie"". Rachète en 1841 le fonds romantique de la librairie d'Eugène Renduel, puis le fonds de littérature pour la jeunesse de Victor Lecou en 1855. En 1849, trois associés sont déclarés au capital de la société (Louis Hachette et ses gendres Louis Bréton et Émile Templier). Titulaire du monopole des kiosques dans les gares à partir de 1852, L. Hachette édite et diffuse des collections très diverses telles que la ""Bibliothèque des chemins de fer"", ""Les Grands Écrivains de la France"", les guides-itinéraires, etc. Chevalier de la Légion d'honneur en 1860. Élu en 1863 président du Cercle de la Librairie. Décédé au Plessis-Robinson (Hauts-de-Seine) en juillet 1864, laissant à ses gendres et son fils Alfred-Louis Hachette (entré en 1857 dans la société) une entreprise de 165 salariés";;;;;;;;;;
PERS0079;;;LIBR;H.;Hautin;;;;;;;;;;;;;;;;;;;;;;;;
PERS0124;ark:/12148/cb11889409q;0000000118752874;AUT;François;Hédelin;;abbé d'Aubignac;;;1604/08/04;;;1676/07/25;;;;;;Littérateur, critique théâtral et philosophe érudit. - Abbé d'Aubignac (en 1631). - Aumônier et prédicateur de Louis XIV;;;;;;;;;;
PERS0077;ark:/12148/cb121004717;0000000079752133;AUT;Godefroi;Hermant;;;;;1617/02/06;3034006;Beauvais (Oise);1690/07/11;2988507;Paris (France);;;;A aussi traduit du grec ancien en français et écrit en latin;;;;;;;;;;
PERS0104;ark:/12148/cb12136439t;0000000108610231;AUT;Jean;Héroard;;;;;1551/07/29;3013707;Hauteville-la-Guichard (Manche);1628/02/11;3035560;Aytré (Charente-Maritime);;;;Écrivit aussi en latin;;;;;;;;;;
PERS0306;ark:/12148/cb11907586g;0000000121347861;AUT;Thomas;Hobbes;;;;;1588/04/05;2643146;Malmesbury, GB;1679/12/04;9389299;Hardwick Hall, GB;;;;A aussi écrit en latin;;;;;;;;;;
PERS0215;ark:/12148/cb14403762m;0000000004913158;LIBR;Jean;Houzé;;;;;15..;;;1627?;;;;;;"Libraire ; libraire juré de l'université de Paris. - Reçu libraire juré le 20 juin 1594 en remplacement de Jacques II Du Puis. Gendre du libraire parisien Jean II Le Clerc en premières noces (1581), de l'imprimeur-libraire Robert I Ballard, en deuxièmes noces (fév. 1601)";;;;;;;;;;
PERS0311;ark:/12148/cb12173899w;0000000118205838;AUT;Juan;Huarte;;;;;1530?;;;1592;;;;;;Philosophe navarrais;;;;;;;;;;
PERS0172;ark:/12148/cb12229637c;0000000110571104;LIBR;Sébastien;Huré;;;;;1621/02/24;;;1678/11/22;;;;;;"Autre(s) graphie(s) : Huré fils, Sébastien. - Libraire ; imprimeur du Roi (1662). - Reçu libraire à Paris le 8 fév. 1646. Gendre du libraire parisien Jacques Quesnel, il succède à son père Sébastien I Huré en 1651, d'abord en association avec sa belle-mère, veuve de celui-ci. Reçu imprimeur du Roi en août 1662 par la cession d'Antoine Estienne. Se démet en avril 1667 en faveur de Frédéric I Léonard, son associé depuis 1656, à qui il revend également son fonds. Attesté en 1668 à Rome (en association avec le libraire Pierre Guillemot), il est de nouveau en activité à Paris, de 1668 à sa mort (nov. 1678). Sa veuve, née Marie Pecoul (16..-168.?), lui succède à cette date";;;;;;;;;;
PERS0366;ark:/12148/cb150909722;;LIBR;Jacques;Isambart;;;;;16..;;;167.?;;;;;;"Variante(s) de prénom : Jacobus. - Établi au Mans avant mars 1657, date de naissance de son fils François. Ne semble pas avoir exercé après 1676. Père des imprimeurs-libraires manceaux François et Ambroise Isambart ; grand-père de l'imprimeur-libraire Jacques II Isambart. Décédé avant l'enquête de 1700-1701";;;;;;;;;;
PERS0004;ark:/12148/cb12229662k;0000000367312327;LIBR;Adam;Islip;;;;;15..;;;1639/09;;;;;;Imprimeur. - En 1594, il acquiert une grande partie du matériel de John Wolfe;;;;;;;;;;
PERS0453;ark:/12148/cb10743066v;0000000052288852;AUT;;Jacques d'Autun;;;;;16..?;;;1678;3021372;Dijon (Côte-d'Or);;;;Capucin;;;;;;;;;;
PERS0313;ark:/12148/cb119085601;0000000061339818;AUT;Amadis;Jamyn;;;;;1540?;3026804;Chaource (Aube);1593/01/11;3026804;Chaource (Aube);;;;Traduisait aussi du grec en français;;;;;;;;;;
PERS0341;ark:/12148/cb119085872;0000000121333849;LIBR;Pierre;Jannet;;;;;1820/01/05;2979835;Saint-Germain des Graves (Gironde);1870/11/22;2988507;Paris (France);;;;Bibliophile. - Fondateur de la Bibliothèque Elzevirienne;;;;;;;;;;
PERS0105;ark:/12148/cb16054868t;0000000061605522;LIBR;Jean;Jannon;;;;;1580/04;;;1658/12/20;;;;;;"Variante(s) de prénom : Johannes. - Imprimeur-libraire ; à Sedan, imprimeur (de Son Excellence [le prince de Sedan] et) de l'Académie (sedanaise) ; également graveur et fondeur de caractères. - Né peut-être à Paris ou en Suisse. Fils de François Jannon, médecin à Châlons-en-Champagne. De confession calviniste, il aurait fait son apprentissage d'imprimeur à Genève, Lausanne, Bâle puis en Allemagne, avant de compléter sa formation à Paris chez la veuve de Mamert Patisson (engagement pour trois ans le 1er déc. 1602, régularisé par un brevet d'apprentissage le 12 déc. 1603). Créateur notamment du caractère ""Petite Sedanoise (ou : Sedanaise)"" (corps 5), il met au point avant 1621 les ""Romains de l'Université"", dont s'équipera l'Imprimerie royale en 1641-1642. Invente aussi, vers 1630 et en collaboration avec l'armurier Godefroi Rosendal, un coupoir en fer destiné aux fondeurs de caractères. D'abord établi à Paris et Charenton, il lui aurait été défendu en janv. 1610, d'après Pierre de L'Estoile, d'exercer près du temple de Charenton à la suite de la publication de la conversion d'un pasteur au catholicisme. Il s'établit alors à Sedan à la demande du prince Henri de La Tour d'Auvergne qui lui offre 200 l. de gages annuels. En 1640, il quitte Sedan pour retourner à Paris ; son fils Antipas Jannon, qui y était imprimeur-libraire, vient de décéder (avril 1639). Il souhaite reprendre cette affaire mais doit finalement la liquider et travailler d'abord à Paris en qualité de compagnon et de graveur de caractères puis à Caen chez Pierre de Cardonnel qui lui a racheté son matériel pour monter sa propre imprimerie. L'imprimerie Cardonnel de Caen ayant été fermée par ordre du parlement de Normandie, Jean Jannon rentre à Sedan en nov. 1645. En 1646, il reprend seul le contrôle de son imprimerie qu'il avait laissée à son fils Pierre I Jannon et le titre d'imprimeur de l'Académie sedanaise. Dit âgé de 78 ans et 8 mois lors de son décès (20 déc. 1658 à Sedan). Sa veuve, bien que ne sachant ni lire ni écrire, lui succède et imprime sous le nom de son fils, Pierre II, même s'il n'est pas encore reçu imprimeur";;;;;;;;;;
PERS0403;ark:/12148/cb12200667q;000000012124351X;AUT;Janus Cäcilius;Frey;;;;;1580;;;1631/08/01;2988507;Paris;;;;Médecin de Catherine de Médicis. - Professeur de philosophie à Montaigu puis à Paris;;;;;;;;;;
PERS0404;ark:/12148/cb15565522v;0000000077287880;AUT;Jean;Gontery;;Note Antoine: cote correcte;;;1562;3165524;Turin (Italie);1616/11/11;2988507;Paris;;;;Jésuite (depuis 1584). - Prédicateur. - Professeur de philosophie et de théologie;;;;;;;;;;
PERS0405;ark:/12148/cb10240457d;;AUT;Jean;Guisse;;NOTE ANTOINE: aussi donné sous cote 404 voir LIV0265;;;;;;;;;;;;;;;;;;;;;;
PERS0422;ark:/12148/cb122292347;0000000371384884;LIBR;Jean;Bessin;;;;;159.;;;166.;;;;;;Né avant 1600 : quittance d'apprentissage en janv. 1613. Serait un cousin du libraire parisien Nicolas I Bessin. Reçu maître le 30 juin 1621. Se marie en 1622. Encore en activité en 1663. Veuve attestée en 1666;;;;;;;;;;
